Дата заключения,Дата расчетов,Время заключения,Наименование,Код,Валюта,Вид,Количество,Цена,Сумма,НКД,Комиссия Брокера,Комиссия Биржи,Номер сделки,Комментарий,Статус
30.12.2021,04.01.2022,16:22:03,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829207953,,И
30.12.2021,04.01.2022,16:24:34,FXGDETF,FXGD,RUB,Покупка,1,906.4,906.40,0.00,0.55,0.09,4829216361,,И
30.12.2021,04.01.2022,16:25:48,FXGDETF,FXGD,RUB,Продажа,1,906.4,906.40,0.00,0.54,0.09,4829221233,,И
30.12.2021,04.01.2022,16:27:05,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829225682,,И
30.12.2021,04.01.2022,16:30:25,FXGDETF,FXGD,RUB,Покупка,2,906.8,1813.60,0.00,1.09,0.17,4829239337,,И
24.01.2022,26.01.2022,13:01:27,FXIMETF,FXIM,RUB,Покупка,7,96.22,673.54,0.00,0.40,0.07,4903474866,,И
24.01.2022,26.01.2022,13:01:49,FXUSETF,FXUS,RUB,Покупка,45,62.46,2810.70,0.00,1.69,0.26,4903477636,,И
24.01.2022,26.01.2022,13:01:59,FXRLETF,FXRL,RUB,Покупка,17,36.33,617.61,0.00,0.37,0.05,4903478687,,И
24.01.2022,26.01.2022,13:02:52,БПИФбрутто,SBMX,RUB,Покупка,40,16.816,672.64,0.00,0.00,0.07,4903487089,,И
24.01.2022,26.01.2022,13:03:59,FXRWETF,FXRW,RUB,Покупка,65,1.2852,83.54,0.00,0.05,0.02,4903495099,,И
29.12.2023,03.01.2024,13:19:13,Сбербанк,SBER,RUB,Покупка,10,272,2720.00,0.00,1.63,0.82,9327081300,,И
29.12.2023,03.01.2024,13:20:41,Системаао,AFKS,RUB,Покупка,100,16.058,1605.80,0.00,0.96,0.00,9327090308,,И
29.12.2023,03.01.2024,13:26:13,ИнтерРАОао,IRAO,RUB,Покупка,100,3.9405,394.05,0.00,0.24,0.00,9327124562,,И
15.01.2024,16.01.2024,18:45:09,Сбербанк,SBER,RUB,Покупка,10,276.1,2761.00,0.00,1.66,0.42,9393609887,,И
15.01.2024,16.01.2024,19:33:43,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.61,1636.10,0.00,0.98,0.49,9393668173,,И
15.01.2024,16.01.2024,19:34:40,МТС-ао,MTSS,RUB,Покупка,10,267.25,2672.50,0.00,1.60,0.80,9393669101,,И
15.01.2024,16.01.2024,19:36:30,ИнтерРАОао,IRAO,RUB,Покупка,300,4.095,1228.50,0.00,0.74,0.37,9393671299,,И
15.01.2024,16.01.2024,19:37:16,СевСт-ао,CHMF,RUB,Покупка,1,1543,1543.00,0.00,0.92,0.00,9393674325,,И
17.01.2024,18.01.2024,11:26:52,КПокров1P1,RU000A102S23,RUB,Покупка,24,98.55,23652.00,403.92,14.19,0.68,9412467403,,И
30.01.2024,31.01.2024,11:32:50,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.45,1634.50,0.00,0.98,0.49,9479248436,,И
30.01.2024,31.01.2024,11:32:56,Сбербанк,SBER,RUB,Покупка,10,276.68,2766.80,0.00,1.66,0.00,9479249321,,И
30.01.2024,31.01.2024,11:33:38,Системаао,AFKS,RUB,Покупка,100,17.119,1711.90,0.00,1.03,0.52,9479254504,,И
30.01.2024,31.01.2024,11:33:40,МТС-ао,MTSS,RUB,Покупка,10,274,2740.00,0.00,1.64,0.00,9479254844,,И
30.01.2024,31.01.2024,11:34:12,ИнтерРАОао,IRAO,RUB,Покупка,100,4.066,406.60,0.00,0.25,0.12,9479258837,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,8,95.49,7639.20,62.48,4.58,1.01,12014274040,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,1,95.42,954.20,7.81,0.57,0.12,12014274041,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,2,95.42,1908.40,15.62,1.15,0.26,12014274042,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.18,2795.40,86.28,1.68,0.42,12014278320,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.19,2795.70,86.28,1.68,0.42,12014278321,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,5,93.25,4662.50,143.80,2.79,0.70,12014278322,,И
14.01.2025,15.01.2025,11:56:24,26234,RU000A101QE0,RUB,Продажа,10,93.661,9366.10,0.00,5.62,1.41,12014529948,,И
14.01.2025,15.01.2025,11:57:38,СамолетP12,RU000A104YT6,RUB,Покупка,10,94.25,9425.00,18.20,5.66,1.41,12014538375,,И
14.01.2025,15.01.2025,14:21:10,SBMMETF,SBMM,RUB,Продажа,400,14.6395,5855.80,0.00,0.00,1.76,12015814554,,И
14.01.2025,15.01.2025,14:22:26,РусГидро,HYDR,RUB,Покупка,1000,0.5274,527.40,0.00,0.31,0.16,12015825081,,И
14.01.2025,15.01.2025,14:23:00,Лентаао,LENT,RUB,Покупка,1,1188,1188.00,0.00,0.72,0.35,12015828132,,И
14.01.2025,15.01.2025,14:23:23,Ростел-ао,RTKM,RUB,Покупка,10,63.59,635.90,0.00,0.38,0.19,12015829696,,И
14.01.2025,15.01.2025,14:24:04,Самолетао,SMLT,RUB,Покупка,1,1000.5,1000.50,0.00,0.60,0.30,12015833279,,И
14.01.2025,15.01.2025,14:25:06,MDMG-ао,MDMG,RUB,Покупка,1,935.4,935.40,0.00,0.56,0.28,12015839472,,И
14.01.2025,15.01.2025,14:25:32,ИНАРКТИКА,AQUA,RUB,Покупка,1,610,610.00,0.00,0.37,0.19,12015841657,,И
14.01.2025,15.01.2025,14:26:03,ММК,MAGN,RUB,Покупка,20,38.895,777.90,0.00,0.46,0.23,12015843643,,И
20.01.2025,21.01.2025,15:20:37,SBMMETF,SBMM,RUB,Покупка,66,14.6865,969.31,0.00,0.00,0.29,12091589850,,И
27.01.2025,28.01.2025,18:04:43,ИнтерРАОао,IRAO,RUB,Покупка,100,3.676,367.60,0.00,0.22,0.11,12159872304,,И
27.01.2025,28.01.2025,18:05:07,Роснефть,ROSN,RUB,Покупка,2,517,1034.00,0.00,0.62,0.31,12159874171,,И
27.01.2025,28.01.2025,18:05:28,Лентаао,LENT,RUB,Покупка,1,1297.5,1297.50,0.00,0.78,0.39,12159875521,,И
27.01.2025,28.01.2025,18:05:50,Ростел-ао,RTKM,RUB,Покупка,10,64.7,647.00,0.00,0.39,0.19,12159878032,,И
27.01.2025,28.01.2025,18:06:09,ММК,MAGN,RUB,Покупка,10,35.64,356.40,0.00,0.21,0.11,12159882641,,И
27.01.2025,28.01.2025,18:07:37,ИНАРКТИКА,AQUA,RUB,Покупка,1,641,641.00,0.00,0.39,0.19,12159890935,,И
27.01.2025,28.01.2025,18:08:18,SBMMETF,SBMM,RUB,Покупка,67,14.744,987.85,0.00,0.00,0.30,12159894228,,И
17.02.2022,21.02.2022,11:52:04,FXRUETF,FXRU,RUB,Покупка,13,92.7,1205.10,0.00,0.72,0.11,5002244893,,И
17.02.2022,21.02.2022,11:53:18,FXGDETF,FXGD,RUB,Покупка,2,96.85,193.70,0.00,0.12,0.02,5002270641,,И
17.02.2022,21.02.2022,11:53:24,FXIMETF,FXIM,RUB,Покупка,2,94.94,189.88,0.00,0.11,0.02,5002272511,,И
17.02.2022,21.02.2022,11:53:33,FXUSETF,FXUS,RUB,Покупка,5,61.75,308.75,0.00,0.19,0.03,5002275241,,И
17.02.2022,21.02.2022,11:54:12,FXDEETF,FXDE,RUB,Покупка,6,29.87,179.22,0.00,0.11,0.02,5002287624,,И
17.02.2022,21.02.2022,11:54:30,VTBEETF,VTBE,RUB,Покупка,3,94.83,284.49,0.00,0.17,0.03,5002294597,,И
17.02.2022,21.02.2022,11:55:34,SBSPETF,SBSP,RUB,Покупка,1,1797.6,1797.60,0.00,0.00,0.17,5002311372,,И
17.02.2022,21.02.2022,11:56:27,FXRLETF,FXRL,RUB,Покупка,5,39.3,196.50,0.00,0.12,0.02,5002317146,,И
17.02.2022,21.02.2022,11:56:34,БПИФбрутто,SBMX,RUB,Покупка,7,18.257,127.80,0.00,0.00,0.02,5002318604,,И
17.02.2022,21.02.2022,11:56:56,FXDMETF,FXDM,RUB,Покупка,3,80.29,240.87,0.00,0.14,0.02,5002320424,,И
17.02.2022,21.02.2022,11:59:28,FXRWETF,FXRW,RUB,Покупка,35,1.3039,45.64,0.00,0.03,0.02,5002335531,,И
15.02.2024,16.02.2024,15:20:44,26227,RU000A1007F4,RUB,Покупка,20,97.421,19484.20,121.60,11.69,2.44,9603996518,,И
15.02.2024,16.02.2024,15:37:48,ГАЗПРОМао,GAZP,RUB,Покупка,20,162.13,3242.60,0.00,1.95,0.97,9604109099,,И
15.02.2024,16.02.2024,15:40:29,ИнтерРАОао,IRAO,RUB,Покупка,100,4.081,408.10,0.00,0.24,0.12,9604124599,,И
15.02.2024,16.02.2024,15:41:14,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7280,7280.00,0.00,4.37,0.00,9604128814,,И
29.02.2024,01.03.2024,10:55:06,Сбербанк,SBER,RUB,Покупка,10,291.8,2918.00,0.00,1.75,0.00,9725993022,,ЗО
29.02.2024,01.03.2024,10:57:34,ИнтерРАОао,IRAO,RUB,Покупка,200,4.004,800.80,0.00,0.48,0.00,9726006453,,ЗО
29.02.2024,01.03.2024,11:00:19,Магнитао,MGNT,RUB,Покупка,1,7600.5,7600.50,0.00,4.56,0.00,9726022618,,ЗО
02.03.2023,03.03.2023,17:43:21,25084,RU000A101FA1,RUB,Покупка,2,98.842,1976.84,43.28,1.19,0.30,7359771110,,И
02.03.2023,06.03.2023,17:49:45,Сбербанк,SBER,RUB,Покупка,10,168.58,1685.80,0.00,1.01,0.50,7359790795,,И
02.03.2023,06.03.2023,18:02:11,БПИФбрутто,SBMX,RUB,Покупка,100,12.364,1236.40,0.00,0.00,0.37,7359828041,,И
29.03.2023,31.03.2023,17:53:18,МТС-ао,MTSS,RUB,Покупка,10,257.9,2579.00,0.00,1.55,0.77,7475075046,,И
29.03.2023,30.03.2023,17:56:31,25084,RU000A101FA1,RUB,Покупка,1,98.854,988.54,25.56,0.59,0.10,7475090543,,И
29.03.2023,31.03.2023,17:57:35,БПИФбрутто,SBMX,RUB,Покупка,110,13.46,1480.60,0.00,0.00,0.45,7475093961,,И
29.02.2024,01.03.2024,10:55:06,Сбербанк,SBER,RUB,Покупка,10,291.8,2918.00,0.00,1.75,0.00,9725993022,,И
29.02.2024,01.03.2024,10:57:34,ИнтерРАОао,IRAO,RUB,Покупка,200,4.004,800.80,0.00,0.48,0.00,9726006453,,И
29.02.2024,01.03.2024,11:00:19,Магнитао,MGNT,RUB,Покупка,1,7600.5,7600.50,0.00,4.56,0.00,9726022618,,И
01.03.2024,04.03.2024,22:54:04,МосБиржа,MOEX,RUB,Покупка,10,199.26,1992.60,0.00,1.20,0.00,9735631396,,ЗО
29.02.2024,01.03.2024,10:55:06,Сбербанк,SBER,RUB,Покупка,10,291.8,2918.00,0.00,1.75,0.00,9725993022,,И
29.02.2024,01.03.2024,10:57:34,ИнтерРАОао,IRAO,RUB,Покупка,200,4.004,800.80,0.00,0.48,0.00,9726006453,,И
29.02.2024,01.03.2024,11:00:19,Магнитао,MGNT,RUB,Покупка,1,7600.5,7600.50,0.00,4.56,0.00,9726022618,,И
01.03.2024,04.03.2024,22:54:04,МосБиржа,MOEX,RUB,Покупка,10,199.26,1992.60,0.00,1.20,0.00,9735631396,,И
15.03.2024,18.03.2024,20:16:45,МосБиржа,MOEX,RUB,Покупка,10,210.4,2104.00,0.00,1.26,0.00,9857593070,,И
15.03.2024,18.03.2024,20:19:18,СевСт-ао,CHMF,RUB,Покупка,1,1715.2,1715.20,0.00,1.03,0.00,9857595026,,И
15.03.2024,18.03.2024,20:19:36,ИнтерРАОао,IRAO,RUB,Покупка,300,4.101,1230.30,0.00,0.74,0.00,9857595244,,И
18.03.2024,19.03.2024,11:12:14,БПИФбрутто,SBMX,RUB,Покупка,200,19.15,3830.00,0.00,0.00,0.00,9871145550,,И
18.03.2024,19.03.2024,11:14:45,SBGDETF,SBGD,RUB,Покупка,30,19.27,578.10,0.00,0.00,0.00,9871252917,,И
18.03.2024,19.03.2024,11:23:22,SBGDETF,SBGD,RUB,Покупка,70,19.315,1352.05,0.00,0.00,0.40,9871637459,,И
28.03.2024,29.03.2024,19:04:37,Сбербанк,SBER,RUB,Покупка,10,298.69,2986.90,0.00,1.79,0.52,9972921999,,И
28.03.2024,29.03.2024,19:04:54,МосБиржа,MOEX,RUB,Покупка,30,219,6570.00,0.00,3.94,1.15,9972922899,,И
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,84,19.91,1672.44,0.00,0.00,0.50,9987294084,,О
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,16,19.92,318.72,0.00,0.00,0.09,9987294085,,О
14.04.2023,18.04.2023,18:17:09,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.29,1782.90,0.00,1.07,0.54,7544809849,,И
14.04.2023,17.04.2023,18:20:18,25084,RU000A101FA1,RUB,Покупка,2,99.199,1983.98,3.48,1.19,0.25,7544819275,,И
14.04.2023,18.04.2023,18:22:12,БПИФбрутто,SBMX,RUB,Покупка,70,13.985,978.95,0.00,0.00,0.29,7544825001,,И
27.04.2023,02.05.2023,12:52:37,БПИФбрутто,SBMX,RUB,Покупка,80,14.389,1151.12,0.00,0.00,0.35,7587448512,,О
27.04.2023,02.05.2023,13:05:22,Сбербанк,SBER,RUB,Покупка,10,238.6,2386.00,0.00,1.43,0.71,7587511423,,О
27.04.2023,02.05.2023,13:05:55,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.95,1789.50,0.00,1.08,0.54,7587514459,,О
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,84,19.91,1672.44,0.00,0.00,0.50,9987294084,,И
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,16,19.92,318.72,0.00,0.00,0.09,9987294085,,И
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,84,19.91,1672.44,0.00,0.00,0.50,9987294084,,И
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,16,19.92,318.72,0.00,0.00,0.09,9987294085,,И
15.04.2024,16.04.2024,11:06:46,Сбербанк,SBER,RUB,Покупка,10,307.71,3077.10,0.00,1.85,0.92,10113634734,,И
15.04.2024,16.04.2024,11:14:50,ИнтерРАОао,IRAO,RUB,Покупка,200,4.2715,854.30,0.00,0.51,0.26,10113853627,,И
